Date,Time,Away Team,Away Code,Away Score,Home Team,Home Code,Home Score,Game Link,Away Goalie,Away GA,Away DEC,Away SA,Away Saves,Away SV%,Away Shutouts,Away PIM,Away TOI,Home Goalie,Home GA,Home DEC,Home SA,Home Saves,Home SV%,Home Shutouts,Home PIM,Home TOI
2023-12-02,7:00 PM,Buffalo Sabres,BUF,2,Carolina Hurricanes,CAR,6,https://www.hockey-reference.com/boxscores/202312020CAR.html,Eric Comrie,6,L,37,31,.838,0,0,59:45,Pyotr Kochetkov,2,W,22,20,.909,0,0,60:00
2023-12-02,10:00 PM,Vancouver Canucks,VAN,4,Calgary Flames,CGY,3,https://www.hockey-reference.com/boxscores/202312020CGY.html,Thatcher Demko,3,W,24,21,.875,0,0,60:00,Jacob Markström,3,L,21,18,.857,0,0,57:33
2023-12-02,2:00 PM,Tampa Bay Lightning,TBL,1,Dallas Stars,DAL,8,https://www.hockey-reference.com/boxscores/202312020DAL.html,Andrei Vasilevskiy,6,L,25,19,.760,0,0,40:00,Jake Oettinger,1,W,33,32,.970,0,0,60:00
2023-12-02,6:00 PM,New York Islanders,NYI,4,Florida Panthers,FLA,3,https://www.hockey-reference.com/boxscores/202312020FLA.html,Ilya Sorokin,3,W,45,42,.933,0,0,60:00,Anthony Stolarz,4,L,27,23,.852,0,0,57:12
2023-12-02,7:00 PM,Detroit Red Wings,DET,5,Montreal Canadiens,MTL,4,https://www.hockey-reference.com/boxscores/202312020MTL.html,Ville Husso,4,W,30,26,.867,0,0,60:52,Jake Allen,5,O,33,28,.848,0,2,60:49
2023-12-02,4:30 PM,New York Rangers,NYR,4,Nashville Predators,NSH,3,https://www.hockey-reference.com/boxscores/202312020NSH.html,Igor Shesterkin,3,W,40,37,.925,0,0,60:00,Kevin Lankinen,4,L,25,21,.840,0,0,57:51
2023-12-02,7:00 PM,Seattle Kraken,SEA,0,Ottawa Senators,OTT,2,https://www.hockey-reference.com/boxscores/202312020OTT.html,Joey Daccord,2,L,28,26,.929,0,0,57:17,Anton Forsberg,0,W,39,39,1.000,1,0,60:00
2023-12-02,7:00 PM,Philadelphia Flyers,PHI,4,Pittsburgh Penguins,PIT,3,https://www.hockey-reference.com/boxscores/202312020PIT.html,Samuel Ersson,3,W,32,29,.906,0,0,65:00,Tristan Jarry,3,O,33,30,.909,0,0,63:34
2023-12-02,7:00 PM,Boston Bruins,BOS,4,Toronto Maple Leafs,TOR,3,https://www.hockey-reference.com/boxscores/202312020TOR.html,Linus Ullmark,3,W,40,37,.925,0,0,64:52,Joseph Woll,4,O,37,33,.892,0,0,63:05
2023-12-02,10:00 PM,Washington Capitals,WSH,1,Vegas Golden Knights,VEG,4,https://www.hockey-reference.com/boxscores/202312020VEG.html,Darcy Kuemper,3,L,35,32,.914,0,0,59:26,Logan Thompson,1,W,22,21,.955,0,0,59:16
2023-12-02,3:00 PM,Chicago Blackhawks,CHI,1,Winnipeg Jets,WPG,3,https://www.hockey-reference.com/boxscores/202312020WPG.html,Arvid Söderblom,3,L,28,25,.893,0,0,58:13,Connor Hellebuyck,1,W,21,20,.952,0,0,59:51
2023-12-03,7:00 PM,Columbus Blue Jackets,CBJ,1,Boston Bruins,BOS,3,https://www.hockey-reference.com/boxscores/202312030BOS.html,Spencer Martin,3,L,28,25,.893,0,0,57:17,Jeremy Swayman,1,W,25,24,.960,0,0,60:00
2023-12-03,7:00 PM,Nashville Predators,NSH,2,Buffalo Sabres,BUF,1,https://www.hockey-reference.com/boxscores/202312030BUF.html,Juuse Saros,1,W,35,34,.971,0,0,60:00,Ukko-Pekka Luukkonen,2,L,29,27,.931,0,0,57:42
2023-12-03,8:00 PM,Colorado Avalanche,COL,1,Los Angeles Kings,LAK,4,https://www.hockey-reference.com/boxscores/202312030LAK.html,Alexandar Georgiev,3,L,37,34,.919,0,0,58:28,Cam Talbot,1,W,21,20,.952,0,0,60:00
2023-12-03,2:00 PM,Chicago Blackhawks,CHI,1,Minnesota Wild,MIN,4,https://www.hockey-reference.com/boxscores/202312030MIN.html,Petr Mrázek,4,L,34,30,.882,0,0,59:47,Marc-André Fleury,1,W,29,28,.966,0,0,59:35
2023-12-03,6:00 PM,San Jose Sharks,SJS,5,New York Rangers,NYR,6,https://www.hockey-reference.com/boxscores/202312030NYR.html,Mackenzie Blackwood,6,L,36,30,.833,0,0,57:59,Jonathan Quick,5,W,28,23,.821,0,0,60:00
2023-12-04,9:00 PM,Washington Capitals,WSH,0,Arizona Coyotes,ARI,6,https://www.hockey-reference.com/boxscores/202312040ARI.html,Darcy Kuemper,3,L,5,2,.400,0,0,13:49,Connor Ingram,0,W,26,26,1.000,1,0,59:34
2023-12-04,7:30 PM,Seattle Kraken,SEA,2,Montreal Canadiens,MTL,4,https://www.hockey-reference.com/boxscores/202312040MTL.html,Philipp Grubauer,3,L,29,26,.897,0,0,59:01,Sam Montembeault,2,W,33,31,.939,0,0,60:00
2023-12-04,7:00 PM,Pittsburgh Penguins,PIT,1,Philadelphia Flyers,PHI,2,https://www.hockey-reference.com/boxscores/202312040PHI.html,Alex Nedeljkovic,2,O,33,31,.939,0,0,63:51,Carter Hart,1,W,32,31,.969,0,0,63:55
2023-12-04,7:00 PM,Dallas Stars,DAL,0,Tampa Bay Lightning,TBL,4,https://www.hockey-reference.com/boxscores/202312040TBL.html,Jake Oettinger,4,L,23,19,.826,0,0,59:53,Andrei Vasilevskiy,0,W,25,25,1.000,1,0,60:00
2023-12-04,10:00 PM,St. Louis Blues,STL,2,Vegas Golden Knights,VEG,1,https://www.hockey-reference.com/boxscores/202312040VEG.html,Jordan Binnington,1,W,34,33,.971,0,0,60:38,Logan Thompson,2,O,27,25,.926,0,0,60:38
2023-12-04,7:30 PM,Carolina Hurricanes,CAR,1,Winnipeg Jets,WPG,2,https://www.hockey-reference.com/boxscores/202312040WPG.html,Antti Raanta,2,L,22,20,.909,0,0,57:54,Laurent Brossoit,1,W,43,42,.977,0,0,60:00
2023-12-05,7:30 PM,Detroit Red Wings,DET,5,Buffalo Sabres,BUF,3,https://www.hockey-reference.com/boxscores/202312050BUF.html,Alex Lyon,3,W,32,29,.906,0,0,60:00,Eric Comrie,4,L,26,22,.846,0,0,58:18
2023-12-05,7:00 PM,Los Angeles Kings,LAK,4,Columbus Blue Jackets,CBJ,3,https://www.hockey-reference.com/boxscores/202312050CBJ.html,Pheonix Copley,3,W,29,26,.897,0,0,60:33,Elvis Merzļikins,4,O,39,35,.897,0,0,60:33
2023-12-05,9:00 PM,Minnesota Wild,MIN,5,Calgary Flames,CGY,2,https://www.hockey-reference.com/boxscores/202312050CGY.html,Filip Gustavsson,2,W,30,28,.933,0,0,60:00,Daniel Vladař,3,L,16,13,.813,0,0,21:30
2023-12-05,8:30 PM,Nashville Predators,NSH,4,Chicago Blackhawks,CHI,3,https://www.hockey-reference.com/boxscores/202312050CHI.html,Juuse Saros,3,W,28,25,.893,0,0,65:00,Arvid Söderblom,3,O,30,27,.900,0,0,65:00
2023-12-05,9:00 PM,Anaheim Ducks,ANA,2,Colorado Avalanche,COL,3,https://www.hockey-reference.com/boxscores/202312050COL.html,John Gibson,3,L,30,27,.900,0,0,59:04,Alexandar Georgiev,2,W,33,31,.939,0,0,60:00
2023-12-05,7:30 PM,San Jose Sharks,SJS,5,New York Islanders,NYI,4,https://www.hockey-reference.com/boxscores/202312050NYI.html,Kaapo Kähkönen,4,W,39,35,.897,0,0,63:32,Ilya Sorokin,5,O,37,32,.865,0,0,64:35
2023-12-05,7:00 PM,New York Rangers,NYR,2,Ottawa Senators,OTT,6,https://www.hockey-reference.com/boxscores/202312050OTT.html,Igor Shesterkin,5,L,35,30,.857,0,0,58:25,Anton Forsberg,2,W,35,33,.943,0,0,59:41
2023-12-05,10:00 PM,New Jersey Devils,NJD,6,Vancouver Canucks,VAN,5,https://www.hockey-reference.com/boxscores/202312050VAN.html,Vítek Vaněček,5,W,33,28,.848,0,0,59:37,Thatcher Demko,6,L,32,26,.813,0,0,59:26
2023-12-06,9:30 PM,Carolina Hurricanes,CAR,1,Edmonton Oilers,EDM,6,https://www.hockey-reference.com/boxscores/202312060EDM.html,Pyotr Kochetkov,3,L,6,3,.500,0,0,5:46,Stuart Skinner,1,W,39,38,.974,0,0,60:00
2023-12-06,7:00 PM,Dallas Stars,DAL,4,Florida Panthers,FLA,5,https://www.hockey-reference.com/boxscores/202312060FLA.html,Jake Oettinger,5,L,31,26,.839,0,0,58:13,Sergei Bobrovsky,4,W,33,29,.879,0,0,60:00
2023-12-06,9:00 PM,Vegas Golden Knights,VEG,6,St. Louis Blues,STL,3,https://www.hockey-reference.com/boxscores/202312060STL.html,Logan Thompson,3,W,29,26,.897,0,0,59:44,Jordan Binnington,5,L,48,43,.896,0,0,56:21
2023-12-06,7:00 PM,Pittsburgh Penguins,PIT,1,Tampa Bay Lightning,TBL,3,https://www.hockey-reference.com/boxscores/202312060TBL.html,Tristan Jarry,3,L,27,24,.889,0,0,58:26,Andrei Vasilevskiy,1,W,25,24,.960,0,0,60:00
2023-12-07,9:00 PM,Philadelphia Flyers,PHI,4,Arizona Coyotes,ARI,1,https://www.hockey-reference.com/boxscores/202312070ARI.html,Carter Hart,1,W,26,25,.962,0,0,60:00,Connor Ingram,4,L,26,22,.846,0,0,59:29
2023-12-07,7:00 PM,Buffalo Sabres,BUF,3,Boston Bruins,BOS,1,https://www.hockey-reference.com/boxscores/202312070BOS.html,Devon Levi,1,W,32,31,.969,0,0,60:00,Linus Ullmark,3,L,35,32,.914,0,0,56:34
2023-12-07,9:00 PM,Carolina Hurricanes,CAR,2,Calgary Flames,CGY,3,https://www.hockey-reference.com/boxscores/202312070CGY.html,Pyotr Kochetkov,3,L,27,24,.889,0,2,57:54,Dustin Wolf,2,W,30,28,.933,0,0,60:00
2023-12-07,8:30 PM,Anaheim Ducks,ANA,0,Chicago Blackhawks,CHI,1,https://www.hockey-reference.com/boxscores/202312070CHI.html,Lukáš Dostál,1,L,25,24,.960,0,0,58:23,Petr Mrázek,0,W,37,37,1.000,1,0,59:53
2023-12-07,9:00 PM,Winnipeg Jets,WPG,4,Colorado Avalanche,COL,2,https://www.hockey-reference.com/boxscores/202312070COL.html,Connor Hellebuyck,2,W,34,32,.941,0,0,60:00,Alexandar Georgiev,3,L,27,24,.889,0,0,58:56
2023-12-07,7:00 PM,San Jose Sharks,SJS,6,Detroit Red Wings,DET,5,https://www.hockey-reference.com/boxscores/202312070DET.html,Mackenzie Blackwood,4,,20,16,.800,0,0,33:40,Ville Husso,6,O,36,30,.833,0,0,60:37
2023-12-07,7:00 PM,Los Angeles Kings,LAK,4,Montreal Canadiens,MTL,0,https://www.hockey-reference.com/boxscores/202312070MTL.html,Cam Talbot,0,W,24,24,1.000,1,0,60:00,Sam Montembeault,4,L,42,38,.905,0,0,59:36
2023-12-07,8:00 PM,Tampa Bay Lightning,TBL,1,Nashville Predators,NSH,5,https://www.hockey-reference.com/boxscores/202312070NSH.html,Jonas Johansson,4,L,29,25,.862,0,0,58:25,Juuse Saros,1,W,33,32,.970,0,0,60:00
2023-12-07,7:30 PM,Columbus Blue Jackets,CBJ,3,New York Islanders,NYI,7,https://www.hockey-reference.com/boxscores/202312070NYI.html,Spencer Martin,7,L,36,29,.806,0,0,60:00,Semyon Varlamov,3,W,35,32,.914,0,0,59:31
2023-12-07,7:00 PM,Toronto Maple Leafs,TOR,4,Ottawa Senators,OTT,3,https://www.hockey-reference.com/boxscores/202312070OTT.html,Joseph Woll,2,,31,29,.935,0,0,50:22,Anton Forsberg,4,L,22,18,.818,0,0,58:42
2023-12-07,10:30 PM,New Jersey Devils,NJD,2,Seattle Kraken,SEA,1,https://www.hockey-reference.com/boxscores/202312070SEA.html,Akira Schmid,1,W,38,37,.974,0,0,60:00,Philipp Grubauer,2,L,17,15,.882,0,0,57:57
2023-12-07,10:00 PM,Minnesota Wild,MIN,0,Vancouver Canucks,VAN,2,https://www.hockey-reference.com/boxscores/202312070VAN.html,Filip Gustavsson,2,L,17,15,.882,0,0,57:27,Casey DeSmith,0,W,26,26,1.000,1,0,59:26
2023-12-07,8:00 PM,Dallas Stars,DAL,5,Washington Capitals,WSH,4,https://www.hockey-reference.com/boxscores/202312070WSH.html,Scott Wedgewood,4,W,27,23,.852,0,0,65:00,Charlie Lindgren,4,O,38,34,.895,0,0,65:00
2023-12-08,7:00 PM,St. Louis Blues,STL,2,Columbus Blue Jackets,CBJ,5,https://www.hockey-reference.com/boxscores/202312080CBJ.html,Joel Hofer,4,L,21,17,.810,0,2,54:34,Jet Greaves,2,W,43,41,.953,0,0,60:00
2023-12-08,9:00 PM,Minnesota Wild,MIN,3,Edmonton Oilers,EDM,4,https://www.hockey-reference.com/boxscores/202312080EDM.html,Marc-André Fleury,4,L,40,36,.900,0,0,58:13,Stuart Skinner,3,W,20,17,.850,0,0,60:00
2023-12-08,7:00 PM,Pittsburgh Penguins,PIT,1,Florida Panthers,FLA,3,https://www.hockey-reference.com/boxscores/202312080FLA.html,Tristan Jarry,2,L,32,30,.938,0,0,58:25,Sergei Bobrovsky,1,W,26,25,.962,0,0,60:00
2023-12-09,1:00 PM,Arizona Coyotes,ARI,3,Boston Bruins,BOS,5,https://www.hockey-reference.com/boxscores/202312090BOS.html,Connor Ingram,5,L,29,24,.828,0,0,57:41,Linus Ullmark,3,W,33,30,.909,0,0,59:47
2023-12-09,7:00 PM,Montreal Canadiens,MTL,3,Buffalo Sabres,BUF,2,https://www.hockey-reference.com/boxscores/202312090BUF.html,Cayden Primeau,2,W,48,46,.958,0,2,64:37,Devon Levi,2,O,31,29,.935,0,0,65:00
2023-12-09,4:00 PM,New Jersey Devils,NJD,4,Calgary Flames,CGY,2,https://www.hockey-reference.com/boxscores/202312090CGY.html,Vítek Vaněček,2,W,25,23,.920,0,0,59:52,Dustin Wolf,3,L,29,26,.897,0,0,58:42
2023-12-09,8:00 PM,St. Louis Blues,STL,1,Chicago Blackhawks,CHI,3,https://www.hockey-reference.com/boxscores/202312090CHI.html,Jordan Binnington,3,L,24,21,.875,0,0,56:16,Petr Mrázek,1,W,39,38,.974,0,0,60:00
2023-12-09,9:00 PM,Philadelphia Flyers,PHI,5,Colorado Avalanche,COL,2,https://www.hockey-reference.com/boxscores/202312090COL.html,Carter Hart,2,W,38,36,.947,0,0,60:00,Ivan Prosvetov,5,L,34,29,.853,0,0,60:00
2023-12-09,4:00 PM,Vegas Golden Knights,VEG,6,Dallas Stars,DAL,1,https://www.hockey-reference.com/boxscores/202312090DAL.html,Logan Thompson,1,W,20,19,.950,0,0,59:21,Jake Oettinger,6,L,27,21,.778,0,0,60:00
2023-12-09,7:00 PM,Ottawa Senators,OTT,5,Detroit Red Wings,DET,1,https://www.hockey-reference.com/boxscores/202312090DET.html,Joonas Korpisalo,1,W,31,30,.968,0,0,60:00,Alex Lyon,4,L,25,21,.840,0,0,40:00
2023-12-09,7:30 PM,Los Angeles Kings,LAK,2,New York Islanders,NYI,3,https://www.hockey-reference.com/boxscores/202312090NYI.html,Cam Talbot,3,O,30,27,.900,0,0,60:13,Ilya Sorokin,2,W,35,33,.943,0,0,60:13
2023-12-09,10:00 PM,Tampa Bay Lightning,TBL,4,Seattle Kraken,SEA,3,https://www.hockey-reference.com/boxscores/202312090SEA.html,Andrei Vasilevskiy,3,W,29,26,.897,0,0,63:12,Philipp Grubauer,2,,23,21,.913,0,0,39:29
2023-12-09,7:00 PM,Nashville Predators,NSH,0,Toronto Maple Leafs,TOR,4,https://www.hockey-reference.com/boxscores/202312090TOR.html,Kevin Lankinen,3,L,36,33,.917,0,0,58:35,Ilya Samsonov,0,W,18,18,1.000,1,0,60:00
2023-12-09,10:00 PM,Carolina Hurricanes,CAR,3,Vancouver Canucks,VAN,4,https://www.hockey-reference.com/boxscores/202312090VAN.html,Antti Raanta,4,L,24,20,.833,0,0,58:03,Thatcher Demko,3,W,24,21,.875,0,0,59:46
2023-12-09,7:00 PM,New York Rangers,NYR,0,Washington Capitals,WSH,4,https://www.hockey-reference.com/boxscores/202312090WSH.html,Igor Shesterkin,4,L,29,25,.862,0,0,60:00,Charlie Lindgren,0,W,31,31,1.000,1,0,60:00
2023-12-10,8:00 PM,Winnipeg Jets,WPG,4,Anaheim Ducks,ANA,2,https://www.hockey-reference.com/boxscores/202312100ANA.html,Connor Hellebuyck,2,W,26,24,.923,0,0,59:26,John Gibson,3,L,30,27,.900,0,0,59:35
2023-12-10,1:00 PM,Florida Panthers,FLA,5,Columbus Blue Jackets,CBJ,2,https://www.hockey-reference.com/boxscores/202312100CBJ.html,Anthony Stolarz,2,W,19,17,.895,0,0,59:57,Jet Greaves,3,L,33,30,.909,0,0,58:56
2023-12-10,7:00 PM,Washington Capitals,WSH,4,Chicago Blackhawks,CHI,2,https://www.hockey-reference.com/boxscores/202312100CHI.html,Darcy Kuemper,2,W,34,32,.941,0,0,60:00,Arvid Söderblom,4,L,27,23,.852,0,0,58:32
2023-12-10,4:00 PM,New Jersey Devils,NJD,1,Edmonton Oilers,EDM,4,https://www.hockey-reference.com/boxscores/202312100EDM.html,Akira Schmid,3,L,29,26,.897,0,0,59:03,Calvin Pickard,1,W,26,25,.962,0,0,58:46
2023-12-10,7:00 PM,Nashville Predators,NSH,2,Montreal Canadiens,MTL,1,https://www.hockey-reference.com/boxscores/202312100MTL.html,Juuse Saros,1,W,37,36,.973,0,0,59:58,Jake Allen,2,L,32,30,.938,0,0,58:32
2023-12-10,7:00 PM,Los Angeles Kings,LAK,1,New York Rangers,NYR,4,https://www.hockey-reference.com/boxscores/202312100NYR.html,Pheonix Copley,4,L,27,23,.852,0,0,60:00,Jonathan Quick,1,W,26,25,.962,0,2,59:36
2023-12-10,9:00 PM,Minnesota Wild,MIN,3,Seattle Kraken,SEA,0,https://www.hockey-reference.com/boxscores/202312100SEA.html,Filip Gustavsson,0,W,24,24,1.000,1,0,60:00,Joey Daccord,2,L,25,23,.920,0,0,57:25
2023-12-10,10:00 PM,San Jose Sharks,SJS,4,Vegas Golden Knights,VEG,5,https://www.hockey-reference.com/boxscores/202312100VEG.html,Kaapo Kähkönen,4,O,27,23,.852,0,0,63:27,Jiří Patera,4,W,38,34,.895,0,0,65:00
2023-12-11,7:00 PM,Arizona Coyotes,ARI,2,Buffalo Sabres,BUF,5,https://www.hockey-reference.com/boxscores/202312110BUF.html,Karel Vejmelka,4,L,37,33,.892,0,0,59:39,Devon Levi,2,W,23,21,.913,0,0,60:00
2023-12-11,9:30 PM,Calgary Flames,CGY,5,Colorado Avalanche,COL,6,https://www.hockey-reference.com/boxscores/202312110COL.html,Daniel Vladař,6,L,38,32,.842,0,0,58:21,Alexandar Georgiev,5,,21,16,.762,0,2,40:00
2023-12-11,8:00 PM,Detroit Red Wings,DET,3,Dallas Stars,DAL,6,https://www.hockey-reference.com/boxscores/202312110DAL.html,James Reimer,5,L,34,29,.853,0,0,58:09,Jake Oettinger,3,W,30,27,.900,0,0,59:45
2023-12-11,7:00 PM,Toronto Maple Leafs,TOR,3,New York Islanders,NYI,4,https://www.hockey-reference.com/boxscores/202312110NYI.html,Ilya Samsonov,4,O,29,25,.862,0,0,58:51,Ilya Sorokin,3,W,40,37,.925,0,0,60:46
2023-12-12,10:00 PM,Chicago Blackhawks,CHI,1,Edmonton Oilers,EDM,4,https://www.hockey-reference.com/boxscores/202312120EDM.html,Petr Mrázek,4,L,29,25,.862,0,0,60:00,Stuart Skinner,1,W,23,22,.957,0,0,60:00
2023-12-12,8:00 PM,Philadelphia Flyers,PHI,2,Nashville Predators,NSH,3,https://www.hockey-reference.com/boxscores/202312120NSH.html,Samuel Ersson,3,O,22,19,.864,0,0,60:18,Juuse Saros,2,W,39,37,.949,0,0,60:10
2023-12-12,7:00 PM,Toronto Maple Leafs,TOR,7,New York Rangers,NYR,3,https://www.hockey-reference.com/boxscores/202312120NYR.html,Martin Jones,3,W,31,28,.903,0,0,59:45,Igor Shesterkin,6,L,29,23,.793,0,0,58:49
2023-12-12,7:00 PM,Carolina Hurricanes,CAR,4,Ottawa Senators,OTT,1,https://www.hockey-reference.com/boxscores/202312120OTT.html,Pyotr Kochetkov,1,W,32,31,.969,0,0,60:00,Joonas Korpisalo,4,L,28,24,.857,0,0,59:47
2023-12-12,7:00 PM,Arizona Coyotes,ARI,2,Pittsburgh Penguins,PIT,4,https://www.hockey-reference.com/boxscores/202312120PIT.html,Connor Ingram,3,L,42,39,.929,0,0,58:36,Tristan Jarry,2,W,21,19,.905,0,2,59:51
2023-12-12,10:00 PM,Florida Panthers,FLA,0,Seattle Kraken,SEA,4,https://www.hockey-reference.com/boxscores/202312120SEA.html,Sergei Bobrovsky,3,L,22,19,.864,0,0,56:42,Joey Daccord,0,W,24,24,1.000,1,0,60:00
2023-12-12,10:30 PM,Winnipeg Jets,WPG,1,San Jose Sharks,SJS,2,https://www.hockey-reference.com/boxscores/202312120SJS.html,Laurent Brossoit,2,L,32,30,.938,0,0,57:58,Mackenzie Blackwood,1,W,37,36,.973,0,0,60:00
2023-12-12,7:30 PM,Detroit Red Wings,DET,6,St. Louis Blues,STL,4,https://www.hockey-reference.com/boxscores/202312120STL.html,Ville Husso,4,W,37,33,.892,0,0,60:00,Jordan Binnington,5,L,31,26,.839,0,0,59:37
2023-12-12,10:00 PM,Tampa Bay Lightning,TBL,1,Vancouver Canucks,VAN,4,https://www.hockey-reference.com/boxscores/202312120VAN.html,Andrei Vasilevskiy,3,L,21,18,.857,0,0,58:36,Thatcher Demko,1,W,29,28,.966,0,0,60:00
2023-12-12,10:00 PM,Calgary Flames,CGY,4,Vegas Golden Knights,VEG,5,https://www.hockey-reference.com/boxscores/202312120VEG.html,Dustin Wolf,5,O,39,34,.872,0,0,60:26,Logan Thompson,4,W,31,27,.871,0,0,61:11
2023-12-13,10:00 PM,Buffalo Sabres,BUF,1,Colorado Avalanche,COL,5,https://www.hockey-reference.com/boxscores/202312130COL.html,Ukko-Pekka Luukkonen,5,L,29,24,.828,0,0,60:00,Ivan Prosvetov,1,W,30,29,.967,0,0,60:00
2023-12-13,10:30 PM,Winnipeg Jets,WPG,5,Los Angeles Kings,LAK,2,https://www.hockey-reference.com/boxscores/202312130LAK.html,Connor Hellebuyck,2,W,34,32,.941,0,0,60:00,Cam Talbot,4,L,28,24,.857,0,0,56:19
2023-12-13,7:00 PM,Pittsburgh Penguins,PIT,4,Montreal Canadiens,MTL,3,https://www.hockey-reference.com/boxscores/202312130MTL.html,Alex Nedeljkovic,3,W,42,39,.929,0,0,65:00,Sam Montembeault,3,O,30,27,.900,0,0,64:30
2023-12-13,7:30 PM,Boston Bruins,BOS,1,New Jersey Devils,NJD,2,https://www.hockey-reference.com/boxscores/202312130NJD.html,Jeremy Swayman,2,O,35,33,.943,0,0,62:47,Vítek Vaněček,1,W,24,23,.958,0,0,62:47
2023-12-13,7:30 PM,Anaheim Ducks,ANA,3,New York Islanders,NYI,4,https://www.hockey-reference.com/boxscores/202312130NYI.html,John Gibson,4,L,35,31,.886,0,0,58:46,Semyon Varlamov,3,W,24,21,.875,0,0,60:00
2023-12-14,7:30 PM,Carolina Hurricanes,CAR,2,Detroit Red Wings,DET,1,https://www.hockey-reference.com/boxscores/202312140DET.html,Pyotr Kochetkov,1,W,26,25,.962,0,0,60:00,Ville Husso,2,L,39,37,.949,0,0,58:52
2023-12-14,9:00 PM,Tampa Bay Lightning,TBL,7,Edmonton Oilers,EDM,4,https://www.hockey-reference.com/boxscores/202312140EDM.html,Andrei Vasilevskiy,4,W,57,53,.930,0,0,60:00,Stuart Skinner,5,L,22,17,.773,0,0,55:51
2023-12-14,8:00 PM,Calgary Flames,CGY,2,Minnesota Wild,MIN,3,https://www.hockey-reference.com/boxscores/202312140MIN.html,Daniel Vladař,2,O,32,30,.938,0,0,65:00,Filip Gustavsson,2,W,37,35,.946,0,0,65:00
2023-12-14,7:00 PM,Washington Capitals,WSH,3,Philadelphia Flyers,PHI,4,https://www.hockey-reference.com/boxscores/202312140PHI.html,Charlie Lindgren,3,O,32,29,.906,0,0,64:30,Samuel Ersson,3,W,30,27,.900,0,0,64:48
2023-12-14,10:00 PM,Chicago Blackhawks,CHI,1,Seattle Kraken,SEA,7,https://www.hockey-reference.com/boxscores/202312140SEA.html,Arvid Söderblom,7,L,24,17,.708,0,0,43:28,Joey Daccord,1,W,22,21,.955,0,0,60:00
2023-12-14,8:00 PM,Ottawa Senators,OTT,2,St. Louis Blues,STL,4,https://www.hockey-reference.com/boxscores/202312140STL.html,Joonas Korpisalo,4,L,30,26,.867,0,0,58:32,Jordan Binnington,2,W,34,32,.941,0,0,59:49
2023-12-14,7:00 PM,Columbus Blue Jackets,CBJ,6,Toronto Maple Leafs,TOR,5,https://www.hockey-reference.com/boxscores/202312140TOR.html,Elvis Merzļikins,5,W,48,43,.896,0,0,63:26,Ilya Samsonov,6,O,35,29,.829,0,0,61:44
2023-12-14,10:00 PM,Florida Panthers,FLA,0,Vancouver Canucks,VAN,4,https://www.hockey-reference.com/boxscores/202312140VAN.html,Sergei Bobrovsky,4,L,17,13,.765,0,0,39:42,Thatcher Demko,0,W,36,36,1.000,1,0,60:00
2023-12-15,9:00 PM,San Jose Sharks,SJS,0,Arizona Coyotes,ARI,1,https://www.hockey-reference.com/boxscores/202312150ARI.html,Kaapo Kähkönen,1,L,24,23,.958,0,2,56:19,Connor Ingram,0,W,21,21,1.000,1,0,60:00
2023-12-15,7:30 PM,Nashville Predators,NSH,6,Carolina Hurricanes,CAR,5,https://www.hockey-reference.com/boxscores/202312150CAR.html,Kevin Lankinen,5,W,31,26,.839,0,0,60:19,Antti Raanta,6,O,30,24,.800,0,0,60:33
2023-12-15,8:00 PM,Ottawa Senators,OTT,4,Dallas Stars,DAL,5,https://www.hockey-reference.com/boxscores/202312150DAL.html,Anton Forsberg,5,L,24,19,.792,0,0,58:33,Jake Oettinger,2,,2,0,.000,0,0,8:03
2023-12-15,7:30 PM,Boston Bruins,BOS,5,New York Islanders,NYI,4,https://www.hockey-reference.com/boxscores/202312150NYI.html,Linus Ullmark,4,W,37,33,.892,0,0,65:00,Ilya Sorokin,4,O,34,30,.882,0,0,65:00
2023-12-15,7:00 PM,Anaheim Ducks,ANA,1,New York Rangers,NYR,5,https://www.hockey-reference.com/boxscores/202312150NYR.html,Lukáš Dostál,5,L,39,34,.872,0,0,59:27,Jonathan Quick,1,W,30,29,.967,0,0,59:36
2023-12-15,10:00 PM,Buffalo Sabres,BUF,5,Vegas Golden Knights,VEG,2,https://www.hockey-reference.com/boxscores/202312150VEG.html,Devon Levi,2,W,35,33,.943,0,0,60:00,Logan Thompson,4,L,26,22,.846,0,0,59:13
2023-12-16,9:00 PM,Buffalo Sabres,BUF,0,Arizona Coyotes,ARI,2,https://www.hockey-reference.com/boxscores/202312160ARI.html,Ukko-Pekka Luukkonen,2,L,22,20,.909,0,0,56:49,Karel Vejmelka,0,W,28,28,1.000,1,0,60:00
2023-12-16,7:00 PM,New York Rangers,NYR,2,Boston Bruins,BOS,1,https://www.hockey-reference.com/boxscores/202312160BOS.html,Igor Shesterkin,1,W,22,21,.955,0,0,61:21,Jeremy Swayman,2,O,34,32,.941,0,0,62:03
2023-12-16,7:00 PM,New Jersey Devils,NJD,6,Columbus Blue Jackets,CBJ,3,https://www.hockey-reference.com/boxscores/202312160CBJ.html,Akira Schmid,3,W,26,23,.885,0,2,59:25,Daniil Tarasov,5,L,29,24,.828,0,0,57:30
2023-12-16,10:00 PM,Tampa Bay Lightning,TBL,2,Calgary Flames,CGY,4,https://www.hockey-reference.com/boxscores/202312160CGY.html,Andrei Vasilevskiy,4,L,26,22,.846,0,0,56:41,Daniel Vladař,2,W,33,31,.939,0,0,60:00
